run_id,timestamp,benchmark,scenario,case_id,document_title,position,question,answer,repeat_index,method,method_family,selected_action,retention_ratio,kv_bits,execution_status,backend_status,reason,operating_regime_target,operating_regime_observed,prompt_tokens,generated_tokens,estimated_full_kv_mb,estimated_kv_cache_mb,memory_budget_mb,memory_saved_percent,budget_violation,swap_delta_mb,pageout_delta,swapout_delta,compressed_memory_delta_mb,memory_pressure,bandwidth_pressure,latency_ms_per_token,latency_p95_ms_per_token,tokens_per_second,score,accuracy,delta_score_vs_full,retrieval_success,exact_match,containment,retained_target_token,decision_time_ms,policy_profile,execution_mode,output_text,notes
checkpoint6-document_qa-under_saturated-10000-1-middle-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.209519+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,02:18 local time,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Retention-only-20260503134516,2026-05-03T11:45:16.209531+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid conservative-20260503134516,2026-05-03T11:45:16.209542+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,02:18 local time,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid balanced-20260503134516,2026-05-03T11:45:16.209555+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.209567+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.209579+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Ideal dynamic q8,theoretical_upper_bound,ideal_full_8,1.0,8,theoretical_only,real,theoretical dynamic upper bound,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,02:18 local time,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.209606+00:00,checkpoint6_regime_benchmark,document_qa,docqa-011,Incident Report,middle,When did the incident occur?,02:18 local time,1,Adaptive Lumina,adaptive,full_8,1.0,8,real,real,backend path available,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0132,balanced,proxy,02:18 local time,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Full KV-20260503134516,2026-05-03T11:45:16.209623+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Full KV,baseline,full_16,1.0,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,312.5,625.0,0.0,False,0.0,0.0,0.0,0.0,green,0.02,50.0,52.0,20.0,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.209634+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Retention-only-20260503134516,2026-05-03T11:45:16.209645+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid conservative-20260503134516,2026-05-03T11:45:16.209657+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid balanced-20260503134516,2026-05-03T11:45:16.209668+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.209680+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.9,0.9,0.1,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.209695+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Ideal dynamic q8,theoretical_upper_bound,ideal_full_8,1.0,8,theoretical_only,real,theoretical dynamic upper bound,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.209721+00:00,checkpoint6_regime_benchmark,document_qa,docqa-012,Dataset Card,late,What is the dataset license?,CC-BY-4.0,1,Adaptive Lumina,adaptive,full_8,1.0,8,real,real,backend path available,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0115,balanced,proxy,CC-BY-4.0,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Full KV-20260503134516,2026-05-03T11:45:16.209737+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Full KV,baseline,full_16,1.0,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,312.5,625.0,0.0,False,0.0,0.0,0.0,0.0,green,0.02,50.0,52.0,20.0,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,01:00 UTC,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.209748+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,01:00 UTC,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Retention-only-20260503134516,2026-05-03T11:45:16.209760+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid conservative-20260503134516,2026-05-03T11:45:16.209771+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid balanced-20260503134516,2026-05-03T11:45:16.209783+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.209794+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.209807+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Ideal dynamic q8,theoretical_upper_bound,ideal_full_8,1.0,8,theoretical_only,real,theoretical dynamic upper bound,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,01:00 UTC,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.209832+00:00,checkpoint6_regime_benchmark,document_qa,docqa-013,Maintenance Window,early,When does database maintenance begin?,01:00 UTC,1,Adaptive Lumina,adaptive,full_8,1.0,8,real,real,backend path available,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0114,balanced,proxy,01:00 UTC,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Full KV-20260503134516,2026-05-03T11:45:16.209850+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Full KV,baseline,full_16,1.0,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,312.5,625.0,0.0,False,0.0,0.0,0.0,0.0,green,0.02,50.0,52.0,20.0,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,DX-8841,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.209861+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,DX-8841,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Retention-only-20260503134516,2026-05-03T11:45:16.209873+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid conservative-20260503134516,2026-05-03T11:45:16.209884+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,DX-8841,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid balanced-20260503134516,2026-05-03T11:45:16.209896+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.209907+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.209919+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Ideal dynamic q8,theoretical_upper_bound,ideal_full_8,1.0,8,theoretical_only,real,theoretical dynamic upper bound,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,DX-8841,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-middle-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.209945+00:00,checkpoint6_regime_benchmark,document_qa,docqa-014,Lab Inventory,middle,What is the detector serial number?,DX-8841,1,Adaptive Lumina,adaptive,full_8,1.0,8,real,real,backend path available,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0115,balanced,proxy,DX-8841,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Full KV-20260503134516,2026-05-03T11:45:16.209961+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Full KV,baseline,full_16,1.0,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,312.5,625.0,0.0,False,0.0,0.0,0.0,0.0,green,0.02,50.0,52.0,20.0,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.209972+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Retention-only-20260503134516,2026-05-03T11:45:16.209985+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid conservative-20260503134516,2026-05-03T11:45:16.209996+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid balanced-20260503134516,2026-05-03T11:45:16.210008+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.210019+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.9,0.9,0.1,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Ideal dynamic q8-20260503134516,2026-05-03T11:45:16.210031+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Ideal dynamic q8,theoretical_upper_bound,ideal_full_8,1.0,8,theoretical_only,real,theoretical dynamic upper bound,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-late-Adaptive Lumina-20260503134516,2026-05-03T11:45:16.210058+00:00,checkpoint6_regime_benchmark,document_qa,docqa-015,Customer Update,late,Which patch includes the fix?,3.4.8,1,Adaptive Lumina,adaptive,full_8,1.0,8,real,real,backend path available,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0128,balanced,proxy,3.4.8,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Full KV-20260503134516,2026-05-03T11:45:16.210074+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Full KV,baseline,full_16,1.0,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,312.5,625.0,0.0,False,0.0,0.0,0.0,0.0,green,0.02,50.0,52.0,20.0,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,412 kWh,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Quantized 8-bit-20260503134516,2026-05-03T11:45:16.210085+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Quantized 8-bit,static_q8,full_8,1.0,8,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,165.938,625.0,46.9,False,0.0,0.0,0.0,0.0,green,0.01062,51.0,53.04,19.608,1.0,1.0,0.0,True,True,True,True,0.0,balanced,proxy,412 kWh,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Retention-only-20260503134516,2026-05-03T11:45:16.210096+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Retention-only,retention,r50_b16,0.5,16,real,real,static benchmark method,under_saturated,under_saturated,10000,32,312.5,156.25,625.0,50.0,False,0.0,0.0,0.0,0.0,green,0.01,47.5,49.4,21.053,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid conservative-20260503134516,2026-05-03T11:45:16.210108+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Hybrid conservative,hybrid_theoretical,r75_b8,0.75,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,124.453,625.0,60.175,False,0.0,0.0,0.0,0.0,green,0.007965,49.75,51.74,20.101,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid balanced-20260503134516,2026-05-03T11:45:16.210122+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Hybrid balanced,hybrid_theoretical,r50_b8,0.5,8,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,82.969,625.0,73.45,False,0.0,0.0,0.0,0.0,green,0.00531,48.5,50.44,20.619,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
checkpoint6-document_qa-under_saturated-10000-1-early-Hybrid aggressive-20260503134516,2026-05-03T11:45:16.210133+00:00,checkpoint6_regime_benchmark,document_qa,docqa-016,Energy Report,early,How much energy did Building C consume on Friday?,412 kWh,1,Hybrid aggressive,hybrid_theoretical,r30_b4,0.3,4,theoretical_only,infeasible,static benchmark method,under_saturated,under_saturated,10000,32,312.5,24.891,625.0,92.035,False,0.0,0.0,0.0,0.0,green,0.004,51.5,53.56,19.417,0.0,0.0,1.0,False,False,False,False,0.0,balanced,proxy,,deterministic checkpoint-6 proxy; theoretical-only actions are not final accuracy claims
